1.737,-0.16796
1.7374,-0.17401
1.7379,-0.17975
1.7383,-0.1851
1.7387,-0.18998
1.7391,-0.19428
1.7395,-0.19776
1.7397,-0.1999
1.7397,-0.1994
1.7386,-0.19288
1.7347,-0.17165
1.7211,-0.11185
1.672,0.054824
1.5043,0.45923
1.2099,0.90115
1.0393,1
0.96812,0.96812
0.91915,0.89542
0.87932,0.79675
0.85193,0.70195
0.8358,0.63013
0.82664,0.58016
0.82108,0.54426
0.81734,0.5163
0.81458,0.4929
0.81242,0.47243
0.81068,0.45414
0.80924,0.43768
0.80805,0.42283
0.80706,0.40943
0.80623,0.39734
